Time (minutes),TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance,Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
692,39,50.2,50.3,40.15,40.1,70.63,70.4,86.72,86.5,82.47,68.23,49.23,50.37,108.3,28.58,95.92,-16.16,90.08,81.42,10.19,1.528,77.59,4.082,0.8614,161.6,215.2,3.6,6.7,36.3,31.7,93.2,110.7,15.1,38,1.7,114.5,21.3,78.8,91,87,13.39,3.515,5.877,20,0,113.6,110.1,132.5,100.1,15.9,10.4,70,30,100,70,44,56,52.11,59.7,69.79,57.8,54.13,68.02,66.79,24.44
694,39,50.28,50.4,40.28,40.2,70.67,70.6,86.76,86.6,82.47,68.27,49.31,50.45,107.6,28.67,95.01,-16.05,89.82,81.15,10.2,1.53,77.56,4.072,0.8635,160.5,215.4,4,6.5,36.2,31.6,93,110.2,14.7,38.2,2,114.5,21.5,78.6,92,88,14.97,3.956,5.791,20,0,113.6,110.1,131.5,99.1,16,10.2,70,30,100,70,44,56,57.44,59.66,69.74,58,54.26,68.22,65.41,23.42
696,39,50.36,50.4,40.32,40,70.63,70.3,86.8,86.3,82.27,68.19,49.31,50.49,107.7,30.18,93.8,-16.26,90.06,80.67,10.56,1.161,77.77,4.072,0.8635,159.9,215.2,4,6.7,36.2,31.6,93.2,110.7,14.9,38.4,2.1,114.7,21.5,79,91,87,15.7,4.144,5.877,20,0,113.1,109.6,132.5,100.4,16,10.1,70,30,100,70,44,56,52.76,59.7,69.34,58.33,54.46,75.19,65.52,22.38
698,39,50.4,50.4,40.32,40.2,70.63,71.4,86.8,86.5,82.43,68.19,49.36,50.53,107.9,29.14,95.03,-16.29,90.39,81,10.55,1.16,74.68,4.256,0.8262,160.1,215.1,3.7,6.5,36.7,32.1,93.5,111.2,14.7,38.4,1.7,114.5,21,78.1,86,82,13.16,3.469,6.317,20,0,113.1,109.2,127.5,94.9,14.8,10,40,0,100,33,42,56,52.97,59.66,69.7,57.55,54.67,69.63,87.8,23.65
700,39,46.84,46.3,39.87,39.4,75.5,75.6,87.33,86.6,83.13,61.27,46.28,46.89,79.83,28.36,147.5,-96.04,62.18,57.22,5.385,0.4241,61.93,3.53,0.996,161.9,213.9,3,4.6,36.2,31.6,91,106.7,10.6,38.4,2.2,117.4,26.6,74.8,72,68,-0.1323,-0.04714,7.617,20,0,112.9,109.2,133,100.4,11,7.1,60,0,100,33,42,56,52.77,59.66,70.15,49.65,48.85,64.87,129.2,99.12
702,39,45.37,45.3,38.88,38.9,74.81,74.1,85.94,84.8,81.98,59.79,44.85,45.58,75.09,26.69,149.6,-101.2,57.99,53.38,6.502,1.89,59.31,3.437,1.023,161.8,214.6,2,3.2,36.9,32.2,88,100.8,7.8,37.5,0.4,110.9,23,68.1,69,66,-0.8274,-0.3134,7.814,20,0,113.1,109.2,130,96.8,10.5,6.4,60,0,100,33,42,56,52.56,59.66,69.62,49.89,47.95,64.31,80.34,104.1
704,39,45.16,45.3,38.96,38.7,73.37,72.5,83.85,82.8,80.22,58.98,44.65,45.37,70.66,24.48,143.3,-97.08,55.47,50.86,6.508,1.892,53.45,3.649,0.9635,161.8,214.8,2.2,3.2,36.7,32.1,86,97.3,7.7,37.7,0.8,108.2,22.2,65.1,60,58,0.04467,0.01798,8.641,20,0,112.4,108.8,130.5,97.5,10.3,6.4,60,0,100,33,42,56,52.36,59.66,68.64,49.89,47.91,65.43,78.77,104.4
706,39,45,45.1,39.13,39.1,72.02,71.5,82.05,81.2,78.58,58.24,44.44,45.21,67.2,23.23,136.3,-92.35,52.8,47.79,6.907,1.901,51.99,3.571,0.9847,160.8,215.9,2.8,4,36.3,31.7,85.2,95.8,9,38.2,1.9,114.2,29.3,64.1,59,57,1.354,0.5731,8.75,20,0,112,108.8,130,97.3,9.8,5.8,60,0,100,33,42,56,52.16,59.7,67.98,49.73,47.71,67.31,81.91,104.4
708,39,44.88,44.9,39.09,38.7,71.28,70.9,81.11,80.7,77.81,57.79,44.28,45.05,66.21,22.26,134.9,-90.95,51.55,46.23,6.84,1.517,51.91,3.491,1.007,161.7,213.8,2.7,3.9,36.2,31.6,84.6,94.8,9.6,38.2,2,115.7,31,62.6,59,57,0.3628,0.1558,8.75,20,0,112,108.4,130,97.3,9.6,6,60,0,100,33,42,56,45.96,59.7,68.19,49.61,47.62,62.94,82.78,106.3
710,39,44.71,44.8,39.01,38.9,71.2,70.8,80.66,80.2,77.72,57.71,44.16,44.96,63.95,19.84,135.4,-91.27,51.39,46.37,7.285,2.272,50.15,3.603,0.976,162.3,216.1,1.8,3.6,36.9,32.4,83.5,92.8,8.3,38.4,1.3,115.1,31.6,61.1,57,55,5.974,2.657,8.971,20,0,111.8,108.2,129,95.8,9.4,5.9,60,0,100,33,42,56,45.76,59.7,68.48,49.44,47.46,54.28,88.16,106.7
712,39,44.79,44.9,39.09,39.1,71.2,71.1,80.62,80.4,77.77,57.75,44.28,45.05,63.64,19.28,135.3,-90.94,50.95,46.35,6.858,2.252,50.31,3.561,0.9873,162.2,214.3,1.9,3.6,37.2,32.5,83.8,93.8,8.4,38.2,1.2,114.7,30.9,61.6,57,55,5.711,2.552,8.971,20,0,111.6,108,130,96.8,9.3,5.8,60,0,100,33,42,56,51.56,59.7,69.05,49.57,47.54,49.5,81.32,106.6
714,39,44.88,44.9,39.17,39.1,71.2,70.9,80.58,80.4,77.68,57.75,44.28,45.09,63.3,19.54,134.6,-90.86,51.16,45.81,7.253,1.895,50.28,3.578,0.9828,162.1,215.2,2,3.4,37.1,32.4,83.8,93.3,8.8,38.4,1.3,114.9,30.7,61.4,57,55,7.599,3.414,8.971,20,0,111.6,107.7,129.5,96.6,9.6,5.8,60,0,100,33,42,56,45.36,59.7,68.88,49.61,47.58,51.06,86.01,106.9
716,39,44.96,45.1,39.29,39.2,71.16,70.9,80.5,80.2,77.68,57.79,44.4,45.17,62.83,18.93,133.9,-90.03,50.47,45.51,6.842,1.883,50.3,3.528,0.9966,161.6,213.8,2.5,3.8,36.7,32.1,84,93.8,9,38.5,1.4,115.1,30.9,61.6,57,55,6.843,3.098,8.971,20,0,111.6,107.7,130,96.6,9.3,5.9,60,0,100,33,42,56,45.16,59.74,68.93,49.73,47.71,49.46,81.13,106.7
718,39,45.04,45.1,39.42,39.2,71.12,70.9,80.45,80,77.6,57.79,44.52,45.29,63.23,19.32,134.2,-90.31,50.27,45.66,6.864,2.255,50.28,3.515,1,162.6,214.5,2.1,4,37.1,32.4,84,93.8,8.8,38.7,1.6,115.3,31.6,61.7,57,55,4.735,2.13,8.971,20,0,111.1,107.5,130,97,8.9,5.9,60,0,100,33,42,56,44.96,59.74,68.52,49.93,47.79,52.85,76.73,107.3
720,39,45.08,45.3,39.37,39.4,71.2,71.1,80.7,80.4,77.72,57.83,44.52,45.29,64.58,20.23,135.3,-90.94,51.23,46.24,6.895,1.898,50.92,3.538,0.9939,163.2,215.5,2.5,3.9,36.7,32.1,84.3,94.3,9,38.5,1.6,115.3,31.3,62.2,57,55,3.996,1.76,8.971,20,0,112.2,107.5,128.5,95.8,9.3,5.9,60,0,100,33,42,56,50.75,59.74,68.8,50.1,47.95,53.59,77.08,107.4
722,39,45.12,45.1,39.42,39.2,71.2,70.9,80.66,80.5,77.72,57.83,44.52,45.33,63.66,19.75,133.9,-90.03,51.04,45.7,7.235,1.89,50.95,3.522,0.9982,161.6,214.7,2.3,3.9,36.7,32.2,84.3,94.3,9.4,38.7,1.6,115.6,31.3,62.2,57,55,6.581,2.94,8.971,20,0,114.9,107.5,129,96.1,9.4,5.9,60,0,100,33,42,56,44.55,59.78,68.6,50.1,47.95,53.78,80.88,106.4
724,39,45.08,45.1,39.37,39.2,71.2,70.9,80.66,80.4,77.64,57.79,44.48,45.29,64.25,20.49,134.9,-91.14,51.12,45.77,7.246,1.893,50.88,3.533,0.9953,163.1,215,2.7,3.6,36.5,31.9,84,93.8,8.8,38.5,1.8,115.6,31.6,61.7,58,56,4.72,2.09,8.86,20,0,113.8,107.5,129.5,96.6,9.5,5.9,60,0,100,33,42,56,44.35,59.74,68.39,50.06,47.95,56.85,82.58,107.7
726,39,45.04,45.1,39.33,39.2,71.2,71.1,80.66,80.4,77.77,57.79,44.48,45.29,64.18,19.64,135.6,-91.04,50.9,45.93,7.215,2.25,50.75,3.526,0.9971,162.9,214.1,2.3,3.9,36.9,32.2,84.3,94.3,9.1,38.5,1.6,115.3,31,62.1,57,55,4.046,1.793,8.971,20,0,114.5,107.3,128.5,95.1,9.5,5.9,60,0,100,33,42,56,50.15,59.78,68.72,49.98,47.87,52.73,82.22,107.7
728,40,45,45.1,39.33,39.6,71.33,72.7,80.66,79.9,77.77,57.79,44.44,45.21,62.85,19.48,134.5,-91.16,51.2,46.17,6.94,1.91,46.28,3.889,0.904,161.6,216.9,2.2,3.9,37.4,32.7,83.8,93.3,8.5,38.9,1.5,115.6,31.8,59.9,52,50,5.307,2.401,9.553,20,0,110.9,107.3,129,95.2,6.8,5.5,30,0,100,15,42,56,43.98,59.78,68.8,49.36,47.83,51.85,108.7,106.2
730,40,42.91,42.7,39.87,39.8,74.89,74.7,80.66,80.2,78.05,51.36,42.6,43.12,39,17.62,180.4,-159,27.41,24.61,4.702,1.902,38.55,2.5,1.406,162.2,216.1,1.4,0.8,38.2,33.4,81,88.4,4.2,39.6,1.4,124.5,43.7,55.4,45,43,-2.207,-1.609,10.46,20,0,111.1,107.5,129.5,95.3,5.5,2.9,30,0,100,15,42,56,43.84,59.74,69.5,45.06,44.51,43.34,112.9,140.1
732,40,42.54,42.7,39.91,39.8,73.9,73.5,79.06,78.3,76.78,50.46,42.35,42.88,34.52,15.26,176.2,-156.9,23.66,21.97,4.689,3,36.67,2.268,1.55,160.7,215.5,1.6,0.9,38.3,33.5,79.2,85.4,2.2,39.9,1.6,130.7,51.5,52.4,43,41,-1.52,-1.252,10.74,20,0,111.6,107.5,128,93.7,5,2.8,30,0,100,15,42,56,43.71,59.74,68.72,44.57,43.94,40.78,112.5,140.6
734,40,42.5,42.5,39.91,39.8,72.88,72.3,77.83,77.3,75.64,50.13,42.27,42.71,33.46,14.85,172.3,-153.7,23.31,21.26,3.958,1.9,35.76,2.292,1.534,162.2,215.7,1.6,1.1,38.2,33.5,77.9,83.4,1.9,40.1,1.6,132.9,54.7,50.4,42,40,0.07571,0.06435,10.89,20,0,112,107.7,127.5,93.2,5,2.6,30,0,100,15,42,56,43.58,59.78,68.19,44.45,43.86,42.39,94.98,142.2
736,40,42.46,42.4,39.87,39.8,71.98,71.5,76.93,76.7,74.78,49.84,42.23,42.67,33.68,14.67,169.6,-150.5,23.18,21.13,3.936,1.888,35.67,2.285,1.539,163.2,214.5,1.4,0.6,38.2,33.4,77.6,82.4,2.6,39.9,1.7,133.5,55.9,49,42,40,-1.249,-1.055,10.89,20,0,112.7,108.2,127.5,92.8,5.2,2.8,30,0,100,15,42,56,43.44,59.78,67.74,44.41,43.77,44.25,94.45,142.9
738,40,42.3,42.4,39.87,39.8,71.41,71.1,76.2,75.9,74.16,49.6,42.19,42.59,32.47,13.79,166.6,-147.9,21.8,20.85,3.582,2.63,34.98,2.191,1.605,162.7,215.3,1.6,0.4,38.2,33.4,76.3,80.9,2,40.1,1.8,133.8,56.9,47.9,40,39,-2.538,-2.223,11.04,20,0,112.9,108.8,127,92,5,2.6,30,0,100,15,42,56,43.31,59.78,67.37,44.32,43.65,43.62,85.97,142.4
740,40,42.46,42.5,40.11,39.9,70.87,70.6,75.5,75.4,73.55,49.56,42.27,42.71,31.44,13.27,163.1,-144.9,21.12,19.43,3.961,2.269,34.23,2.17,1.62,163.1,215.9,1.5,0.3,38.6,33.8,75.7,79.9,1.6,40.9,2.4,134.7,59.3,46.1,39,38,-2.028,-1.835,11.2,20,0,113.8,109.4,126.1,92.2,5,2.6,30,0,100,15,42,56,37.17,59.78,67.37,44.45,43.82,41.97,95.06,143.7
742,40,42.54,42.5,40.19,40.1,70.75,70.6,75.34,75.2,73.43,49.56,42.35,42.79,30.87,12.87,160.7,-142.7,21.12,19.43,3.96,2.269,34.34,2.163,1.626,161.6,215.8,1.5,0.5,38.6,33.8,75.7,79.9,1.4,40.2,1.6,135,59,46.1,39,38,0.05996,0.05524,11.2,20,0,114.5,109.6,126.6,91.3,4.6,2.4,30,0,100,15,42,56,37.04,59.82,67.53,44.45,43.86,40.06,95.05,142.1
744,40,42.54,42.7,40.15,39.9,70.75,70.6,75.34,75.4,73.47,49.56,42.39,42.79,31.07,12.67,162,-143.6,21.31,19.99,3.562,2.25,34.38,2.179,1.614,162.6,214,1.5,0.6,38.9,34,76,80.4,1.8,40.2,1.6,135,59,46.4,40,39,0.0727,0.06656,11.04,20,0,114.7,110.3,126.6,91.3,4.6,2.6,30,0,100,15,42,56,36.91,59.82,67.7,44.49,43.9,38.63,85.49,142.6
746,40,42.54,42.5,40.23,40.1,70.75,70.4,75.34,75.2,73.51,49.56,42.35,42.84,31.19,12.44,162.9,-144.2,20.72,19.03,4.321,2.633,34.3,2.124,1.656,163.3,215.5,1.5,0.9,38.6,33.8,75.7,79.9,1.6,40.4,1.6,135,59.3,46.9,39,38,-2.509,-2.288,11.2,20,0,115.3,110.5,127.5,92.7,4.6,2.4,30,0,100,15,42,56,31.77,59.82,67.45,44.53,43.9,39.15,103.7,144.2
748,40,42.58,42.5,40.23,40.1,70.75,70.6,75.34,75.2,73.43,49.56,42.39,42.84,31.24,13.02,162.7,-144.4,20.99,19.31,3.936,2.255,34.29,2.152,1.634,163.6,214.5,1.2,0.3,38.9,34,75.7,79.9,1.9,40.2,1.6,134.7,58.7,46.1,39,38,-1.743,-1.587,11.2,20,0,115.3,110.9,127,92.2,4.6,2.4,30,0,100,15,42,56,36.64,59.86,67.49,44.57,43.9,40.97,94.48,144.1
750,40,42.58,42.7,40.19,39.9,70.79,70.8,75.3,75.2,73.51,49.56,42.39,42.84,30.42,12.08,161.8,-143.5,21.4,19.71,3.944,2.259,34.35,2.19,1.605,162.2,214.9,1.2,0.8,38.9,34,76,80.4,1.9,40.4,1.8,135,59,46.1,39,38,2.623,2.452,11.2,20,0,116,111.1,126.6,91.5,4.6,2.6,30,0,100,15,42,56,36.5,59.86,67.57,44.53,43.9,37.61,94.65,142.4
752,40,42.58,42.7,40.19,40.2,70.79,70.4,75.34,75.4,73.51,49.56,42.39,42.88,30.68,12.35,161.7,-143.4,21.38,19.69,4.306,2.623,34.31,2.191,1.605,162.1,214.7,1.5,0.3,38.6,33.8,75.7,79.9,1.6,40.4,1.8,135,59,46.2,39,38,1.6,1.483,11.2,20,0,116.2,111.8,126.6,90.8,4.8,2.6,30,0,100,15,42,56,31.37,59.86,67.53,44.57,43.9,38.65,103.3,142.3
754,40,42.58,42.7,40.23,40.1,70.79,70.8,75.34,75.2,73.51,49.56,42.39,42.84,30.68,12.35,161.7,-143.4,21.03,19.35,3.945,2.26,34.3,2.156,1.631,162.1,214.9,1.2,0.5,38.9,34,75.7,79.9,1.6,40.4,1.5,135,59.3,46.9,39,38,0.4013,0.3721,11.2,20,0,116.2,112,127,91.7,4.6,2.6,30,0,100,15,42,56,36.23,59.86,67.49,44.57,43.9,38.86,94.67,142.7
756,40,42.58,42.5,40.19,40,70.79,70.6,75.34,75.2,73.51,49.56,42.44,42.84,30.78,12.39,162.3,-143.9,21.3,19.99,3.562,2.249,34.32,2.183,1.611,162.6,214,1.4,1.1,38.9,34,76.3,80.9,1.4,40.4,1.8,134.7,58.4,46.4,39,38,0.9947,0.9191,11.2,20,0,116.2,112.2,126.1,91.1,4.6,2.5,30,0,100,15,42,56,36.1,59.91,67.62,44.53,43.94,38.58,85.48,142.6
758,39,42.62,42.7,40.23,40.1,70.79,70.4,75.34,75.4,73.51,49.56,42.44,42.84,30.78,12.39,162.3,-143.9,21.24,19.57,3.55,1.878,38.03,1.963,1.791,162.6,213.3,1.9,1.2,38.2,33.4,76.9,81.9,3,40.4,2.2,135,57.8,47.9,43,41,4.486,4.145,10.74,20,0,116.7,112.2,127.5,92.8,4.8,2.6,70,0,100,22.76,42.07,56,32,59.91,67.53,44.86,43.9,38.99,85.21,143
760,39,44.55,45.9,40.64,40.9,68.91,67.8,75.38,75.2,73.96,54.06,43.99,45.13,43.58,9.563,134.1,-100,34.89,29.91,10.15,5.181,42.44,2.89,1.216,161.7,214.4,2.5,4.1,38.5,33.7,79.5,85.9,5.7,40.5,2.2,129.6,50.1,52.4,51,49,11.89,7.76,9.675,20,0,116.7,112.7,126.1,91.1,7.5,4.9,70,0,100,39.31,42.48,56,25,59.91,69.09,52.92,48.77,24.99,58.68,125.6
762,39,47.5,48.3,41.13,40.9,68.17,68.1,78.12,79.4,75.96,60.37,46.61,47.87,67.09,14.54,105.2,-52.64,57.25,49.3,11.33,3.377,55.69,3.615,0.9727,161.9,216,3.5,5.5,37.4,32.7,84.9,95.3,12.1,40.1,2.7,117.4,32.7,63.6,65,62,21.1,8.946,8.219,20,0,116.4,112.7,130.5,96.5,11.3,7.4,70,0,100,55.86,42.9,56,25,59.91,70.56,55.18,51.64,32.75,76.87,86
764,39,50.03,51.1,41.67,41.7,66.94,65.8,79.96,79.4,76.82,65.65,49.11,50.41,88.69,21.39,76.13,-8.821,74.71,66.45,11.61,3.349,62.24,4.22,0.8331,163.5,214.3,5.2,6.1,36.5,31.9,85.5,96.3,12.6,40.1,3.6,112,26.5,64.7,72,69,13.08,4.194,7.52,20,0,116.4,112.7,129.5,96.6,13.5,9.2,60,100,100,100,45,56,77.54,59.95,66.39,61.28,54.79,79.7,42.95,20.78
766,39,51.47,51.7,42.16,41.9,65.96,65.9,80.25,80.5,75.88,65.69,49.93,51.64,98.01,29.96,69.91,-1.86,83.43,69.64,15.32,1.528,67.02,4.377,0.8033,164.6,215.1,5.5,6.9,36.5,31.9,87.4,99.8,13.6,39.9,3.4,110.3,22.9,67.9,78,75,15.76,4.573,6.952,20,0,115.6,112.4,130.5,97.8,14.6,9.8,60,100,100,100,45,56,78.34,59.78,64.42,64.02,57.78,155,58.92,0.647
768,39,51.51,51.7,41.71,41.2,66.33,66.5,81.6,81.8,76.82,66.22,49.93,51.64,104.3,32.64,72.43,-0.7333,87.55,73.43,15.27,1.157,70.7,4.354,0.8076,164,214.4,4.9,6.8,36.5,31.9,88.6,101.8,14.5,39.4,3.1,110.1,21.5,70.4,84,80,11.67,3.181,6.496,20,0,115.1,112,129.5,97.3,15.4,10.5,60,100,100,100,45,56,85.15,59.58,64.5,63.69,57.74,159,61.55,-2.264
770,39,51.22,51.2,41.09,40.7,66.7,66.5,82.42,82.5,77.52,66.55,49.6,51.27,107.3,33.46,74.9,-1.012,90.77,76.24,14.96,0.4264,73.34,4.352,0.8079,163.9,215.1,4.4,7.1,36.3,31.7,89.6,103.2,14.9,38.7,2.4,110.5,20.9,71.5,86,82,15.07,3.993,6.317,20,0,114.5,111.6,129.5,96.9,16,10.5,70,100,100,100,45,56,85.95,59.41,64.5,63.32,57.41,157.8,60.69,-2.936
772,39,50.89,50.9,40.64,40.4,66.86,66.7,82.79,82.7,77.77,66.67,49.27,51.02,108.7,34.27,75.69,-1.291,91.49,77.02,15.62,1.156,73.71,4.364,0.8057,163.8,214.2,4.4,6.9,36,31.4,89.6,103.7,14.5,38.5,2.3,110.5,21.1,72.1,86,82,13.27,3.473,6.317,20,0,114,111.1,131.5,99.4,16,10.5,70,100,100,100,45,56,86.76,59.37,64.59,63.16,57.12,157.8,62.12,-2.866
774,39,50.85,50.9,40.56,40.4,66.86,66.5,82.83,82.7,77.85,66.63,49.19,51.02,109,34.01,76.57,-1.572,92.13,77.25,16.4,1.526,73.73,4.393,0.8003,163.9,214.8,4.6,6.7,35.8,31.3,89.4,103.2,14.4,38.2,2.6,110.7,21.1,72.1,86,82,14.38,3.752,6.317,20,0,113.3,110.7,131,99.2,16,10.5,70,100,100,100,45,56,87.56,59.37,64.59,63.53,57.29,156.6,63.08,-1.457
776,39,50.85,50.9,40.56,40.4,66.82,66.7,82.87,82.7,77.85,66.71,49.23,51.06,109.3,34.22,75.85,-0.7313,92.27,77.73,16.43,1.895,74.19,4.373,0.8041,163.5,215.2,4.4,6.9,36,31.4,89.6,103.7,14.6,38.4,2.4,110.5,20.9,72.9,87,83,14.15,3.681,6.228,20,0,113.1,110.3,130,100.1,15.9,10.6,70,100,100,100,45,56,88.37,59.33,64.54,63.73,57.45,157.6,62.76,-4.05
778,39,50.89,50.9,40.6,40.4,66.86,66.7,82.99,82.7,77.89,66.71,49.23,51.02,109.5,34.65,75.86,-1.007,92.31,77.4,16.07,1.161,74.6,4.35,0.8082,162.9,215.3,4.6,6.9,35.8,31.3,89.6,103.7,15,38.4,2.8,110.5,20.9,72.3,87,83,14.15,3.674,6.228,20,0,112.9,109.6,132.5,100.7,16,10.5,70,100,100,100,45,56,89.17,59.33,64.54,63.61,57.49,159.6,63.03,-3.315
780,39,50.89,50.9,40.56,40.2,66.9,66.8,83.07,83,77.97,66.8,49.23,51.06,110.2,34.78,76.14,-0.7313,92.48,77.6,16.4,1.525,74.81,4.347,0.8089,163.5,214.8,4.6,6.9,35.8,31.3,89.9,104.2,14.4,38.4,2.6,110.7,20.8,73.4,88,84,12.54,3.237,6.14,20,0,112.4,109.4,131,99.1,16.2,10.5,70,100,100,100,45,56,89.98,59.33,64.59,63.69,57.45,158.9,63.07,-3.144
782,39,50.89,50.9,40.52,40.4,66.94,66.8,83.12,82.8,78.05,66.8,49.23,51.11,110.1,34.48,76.65,-1.01,92.93,78.04,16.78,1.893,75.09,4.351,0.808,163.4,215,4.8,6.8,35.6,31.1,89.9,103.7,14.7,38.2,2.6,110.9,21,72.4,88,84,14.64,3.781,6.14,20,0,112.2,109.2,131.5,100.1,16.1,10.5,70,100,100,100,45,56,90.79,59.29,64.59,63.9,57.53,156.3,63.29,-2.96
784,39,50.98,51.1,40.56,40.4,67.03,66.8,83.24,83,78.05,66.84,49.27,51.11,110.7,35.43,76.6,-1.293,93.41,78.14,16.44,1.161,75.27,4.364,0.8058,163.9,215.3,4.4,7.2,36,31.4,90.2,104.7,14.7,38.2,2.6,110.9,21,72.9,88,84,14.36,3.689,6.14,20,0,112.2,109,131,98.9,16.2,10.7,70,100,100,100,45,56,91.59,59.29,64.59,64.02,57.66,160.6,61.98,-3.283
786,39,50.98,51.1,40.64,40.5,67.03,66.8,83.32,83,78.09,66.88,49.31,51.15,110.7,35.51,76.19,-1.007,92.83,77.9,16.46,1.531,75.44,4.327,0.8126,163,215.6,4.9,7.2,35.6,31.1,90.2,104.7,14.7,38.2,2.4,110.9,21,73.4,89,85,12.65,3.25,6.052,20,0,111.8,108.6,131,99.1,16,10.6,70,100,100,100,45,56,92.4,59.29,64.59,63.98,57.7,161,62.89,-3.663
788,40,51.26,51.4,40.85,40.9,67.15,67.8,83.4,83.5,78.17,66.92,49.44,51.35,106.6,34.27,73.79,-1.509,93.62,77.21,17.21,0.7958,71.8,4.585,0.7669,157.3,215.7,4.6,6.7,36.3,31.7,90.2,104.7,14.8,38.5,2.2,110.9,20.9,72.5,82,79,26.33,7.028,6.586,20,0,111.6,108.4,127,94.9,15.6,10.5,30.22,0,100,50,42,56,78,59.29,64.63,65.21,58.43,154.2,60.98,-7.278
790,40,49.09,48.5,41.75,41.4,68.7,67.9,81.07,80,76.74,62.7,48.37,49.1,82.31,28.8,93.48,-39.97,66.03,59.55,6.536,0.05954,56,4.146,0.8481,159.8,215.8,4.7,4.9,36.7,32.1,84.9,95.3,10.2,39.6,3.1,112.7,27.5,63.7,64,61,-1.254,-0.4334,8.323,20,0,111.6,108.2,130,97.1,12.2,7.3,21.56,0,100,50,42,56,78,59.25,64.13,51.29,51.02,141.5,156.9,57.99
792,40,47.17,46.6,39.99,39.4,67.27,66.7,79.39,78.4,75.27,61.06,46.82,47.22,80.79,27.48,94.7,-41.39,64.04,60.9,3.562,0.4238,51.76,4.351,0.8082,160,214.1,2,3.4,37.1,32.5,81.8,89.9,9.6,38.5,1.5,110.7,29.3,57.5,58,56,-7.136,-2.512,8.86,20,0,111.1,107.7,129,96,11.7,7.4,42.91,0,100,50,42,56,78,59.25,63.68,49.52,48.69,148.7,85.49,57.11
794,40,46.43,46.4,40.32,40.2,65.47,64.7,75.91,74.7,72.69,59.63,46.12,46.64,69.94,21.58,87.48,-39.12,54.88,52.09,4.687,1.897,48.36,3.99,0.8812,160.8,215.4,4.2,4.6,36,31.4,79.5,85.4,9.5,39.2,3.1,110.5,31.2,53.8,55,53,-4.568,-1.858,9.199,20,0,111.1,107.7,127,94.9,10.2,6.2,44.25,0,100,50,42,56,78,59.21,62.99,48.95,48.03,137.1,112.5,65.04
796,40,46.02,45.8,39.87,39.6,64.28,63.9,74.6,73.9,71.42,58.69,45.71,46.15,69.14,21.31,85.32,-37.49,55.16,52.38,3.946,1.16,47.17,4.112,0.8551,160.8,215,3.1,4,36.5,31.9,77.9,83.4,9.3,39.1,2.4,109.4,31.4,52,53,51,-1.969,-0.8099,9.433,20,0,110.9,107.7,128,95.3,10.2,6.2,45.59,0,100,50,42,56,78,59.21,62.62,48.54,47.62,150,94.71,62.1
798,40,45.65,45.8,39.99,39.9,63.46,62.8,73,72,70.27,57.99,45.38,45.95,64.27,18.39,82.74,-36.86,50.8,48.38,5.05,2.629,44.37,4.025,0.8735,161.7,215.2,3.4,4,36.7,32.1,76,80.4,8.7,39.2,2.3,109,33,48.8,51,49,-2.988,-1.322,9.675,20,0,110.3,107.5,125.6,92.2,9.1,5.7,46.93,0,100,50,42,56,72,59.21,62.21,48.26,47.3,147.1,121.2,67.16
800,40,45.69,45.8,40.28,40.2,62.64,62.3,71.73,71.1,69.25,57.5,45.47,45.95,60.87,16.64,78.69,-34.45,48.52,46.47,4.31,2.259,43.67,3.906,0.9001,160.8,214.9,4.2,4.2,36,31.4,75.3,79.4,8.9,39.2,3.2,109.6,34.3,48.3,50,48,0.2439,0.114,9.8,20,0,110.5,107.1,126.1,93.7,8.8,5.8,48.27,0,100,50,42,56,67,59.21,62.01,48.3,47.34,142.8,103.4,65.82
802,40,45.69,45.8,40.15,39.9,62.44,62.3,71.53,71.2,69.04,57.38,45.38,45.91,60.92,16.65,78.19,-33.93,49.74,46.95,4.687,1.897,44.37,3.942,0.892,160.9,215.4,4.3,4.5,35.6,31.1,75.7,79.9,8.9,39.1,3.3,109.4,33.7,49.1,51,49,5.076,2.37,9.675,20,0,110.1,107.1,125.1,92.9,8.9,5.7,49.61,0,100,50,42,56,67,59.21,62.13,48.21,47.26,136.9,112.5,64.28
804,40,45.49,45.6,39.91,39.8,62.4,62.2,71.53,71.2,69.09,57.26,45.18,45.7,61.18,16.37,79.27,-34.47,50.25,47.45,4.7,1.902,44.32,3.986,0.882,160.8,216,4,4.5,35.8,31.3,75.7,79.9,9.5,39.1,3.1,109.2,33.3,48.6,51,49,5.888,2.738,9.675,20,0,110.1,106.9,126.6,94.5,8.9,5.8,50.95,0,100,50,42,56,67,59.21,62.13,48.13,47.05,134.6,104.2,64.57
